24559
-24219506809241608/2199023255552 6886285062963193/2199023255552 -6095978364927985/549755813888 1722037043200001/549755813888 
-13481025732608018/1099511627776 5396188522086401/1099511627776 -13353425777459214/1099511627776 5396151612211199/1099511627776 
-3365388943360013/274877906944 2097135222784000/274877906944 -13475547132723172/1099511627776 8404313990758401/1099511627776 
8033368008656977/2199023255552 7559446870956151/2199023255552 8038559391851026/2199023255552 7564638254150199/2199023255552 
-17962616907366442/1099511627776 6008665957990395/1099511627776 -4504375472947193/274877906944 1502879206604800/274877906944 
3914116943052809/2199023255552 9435101108633600/2199023255552 7807255655219207/4398046511104 18883932690841608/4398046511104 
-2222160294707203/1099511627776 8955261825843200/1099511627776 -2183821210419205/1099511627776 8965465728614397/1099511627776 
2442380967936002/1099511627776 4655216905420795/1099511627776 4876151029759991/2199023255552 9306128777216010/2199023255552 
5252678313574404/2199023255552 8436219222425605/2199023255552 5279329760051210/2199023255552 8436219222425605/2199023255552 
755377635328001/2199023255552 4294451396607991/2199023255552 1491270107136001/4398046511104 8692223600230404/4398046511104 
7438657703116790/2199023255552 -2720627110707191/2199023255552 14838095308390386/4398046511104 -5489022310809593/4398046511104 
300516725/131072 631807850/131072 4987027875430409/2199023255552 10619762979635200/2199023255552 
16375421809459200/1099511627776 -7508508803071995/1099511627776 16613305955123214/1099511627776 -7533996749619205/1099511627776 
5145605701632005/2199023255552 8361128597913610/2199023255552 5098276755865604/2199023255552 8350733434879993/2199023255552 
6880940680806393/2199023255552 10258994954239996/2199023255552 6825002926080009/2199023255552 10246032877158404/2199023255552 
4756689702092789/2199023255552 13421094161612798/2199023255552 4772313903923189/2199023255552 13458076178841610/2199023255552 
-12200/1 -9000/1 -12300/1 -9000/1 
5467731184844799/2199023255552 10524709145804792/2199023255552 2732604155494396/1099511627776 5273780695859201/1099511627776 
7588364995788797/1099511627776 7928846011596797/1099511627776 7615256356454399/1099511627776 7989237278310402/1099511627776 
2894570140467201/8796093022208 37282782380031968/8796093022208 2894083601203197/8796093022208 37248009922150432/8796093022208 
1216502090956799/274877906944 293564632268801/274877906944 19512026359398396/4398046511104 4621684703231987/4398046511104 
2296384121626713/549755813888 2040952617045836/549755813888 4624309647728965/1099511627776 4089092830571890/1099511627776 
5249673514188797/2199023255552 7834802166169608/2199023255552 5248804034969601/2199023255552 7846912799539202/2199023255552 
6472975410790397/1099511627776 5013621440512000/1099511627776 6192998069043205/1099511627776 4949849145343995/1099511627776 
5462507179212805/1099511627776 4491831987404802/1099511627776 5476542159257601/1099511627776 4483644705996802/1099511627776 
2144230755532795/1099511627776 4938820642406399/1099511627776 2135395454156805/1099511627776 4939373032243196/1099511627776 
6937151941392960/2199023255552 8068394924954169/2199023255552 6840935828684798/2199023255552 8094865791385595/2199023255552 
7761889224294399/1099511627776 2823574414950395/1099511627776 15576926991155206/2199023255552 5656965178982403/2199023255552 
3067304222229607/549755813888 1332329456535976/549755813888 6152146613834435/1099511627776 2665535821540715/1099511627776 
-16761319587839998/2199023255552 7707362433433597/2199023255552 -16739806163763202/2199023255552 7703455019827193/2199023255552 
-3926250225663998/549755813888 3475947441356799/549755813888 -7860143312076805/1099511627776 6965195440127995/1099511627776 
-2306667551129604/1099511627776 8434842651852803/1099511627776 -2347382708633595/1099511627776 8441301041152003/1099511627776 
16290065652198042/4398046511104 7502240151001459/4398046511104 2036577194349417/549755813888 923106578940711/549755813888 
17481333945139152/1099511627776 5824809900441597/1099511627776 17445403859353606/1099511627776 5810141999923205/1099511627776 
3417701351423995/1099511627776 6114397650944004/1099511627776 6840281517260795/2199023255552 12217411121971208/2199023255552 
-23814467905126504/2199023255552 5554270581555205/2199023255552 -11927424493158380/1099511627776 2792472392499205/1099511627776 
11905729875148800/2199023255552 8395083166515209/2199023255552 11905729875148800/2199023255552 8432994641510397/2199023255552 
-70241217203404840/8796093022208 -3911320181145603/8796093022208 -8802124431360001/1099511627776 -483456345702400/1099511627776 
8569577956966405/1099511627776 7811199978700803/1099511627776 8610099127910401/1099511627776 7790949878988800/1099511627776 
-2920791670784001/4398046511104 16764114672025584/4398046511104 -1500709178572799/2199023255552 8412705115340790/2199023255552 
46985066525491184/4398046511104 -2767428622745601/4398046511104 94177714189107504/8796093022208 -5499846551142403/8796093022208 
-6944923110604800/1099511627776 5536027036876797/1099511627776 -6997996575129601/1099511627776 5532299139481605/1099511627776 
-5978213213798395/1099511627776 9053931988582406/1099511627776 -2971047192166399/549755813888 4525246329651199/549755813888 
-9752751688908798/1099511627776 7184443454259203/1099511627776 -2418039953817599/274877906944 1790756834508801/274877906944 
373306209337345344/35184372088832 -6287289797836797/35184372088832 186899729743871392/17592186044416 -3847450578124801/17592186044416 
-6299925977497619/4398046511104 9368005666406410/4398046511104 -912535846911999/549755813888 1172367946547199/549755813888 
-11506234163200042/1099511627776 7910368424755201/1099511627776 -11463885114572800/1099511627776 7880366568243197/1099511627776 
62078987534336168/4398046511104 -4071224246272001/4398046511104 61977136411443176/4398046511104 -3970034565120001/4398046511104 
-8927276590694403/549755813888 -4331974898483201/549755813888 -8825325643366400/549755813888 -4344718871756801/549755813888 
26885528905318400/2199023255552 8220066604646395/2199023255552 13466065489100852/1099511627776 4103079985152001/1099511627776 
6706743685939198/1099511627776 3474000864870401/1099511627776 13399339984486410/2199023255552 7024709677875191/2199023255552 
-21068534251519992/2199023255552 4166319603712011/2199023255552 -42063000449843192/4398046511104 8274087562444813/4398046511104 
-9784431267020804/1099511627776 8918510495334399/1099511627776 -9790227795148800/1099511627776 8934140988620801/1099511627776 
-5815553490944005/1099511627776 5230214040780805/1099511627776 -5780134690815995/1099511627776 5228850472550399/1099511627776 
1316477206527999/549755813888 -1872388056678401/549755813888 5212319462195208/2199023255552 -7488265414246397/2199023255552 
-1292846288076801/274877906944 -18237249945600/274877906944 -328795396295885056/70368744177664 -6407920078028803/70368744177664 
72135458842214400/8796093022208 6447660688998399/8796093022208 2255918360166399/274877906944 195205464064000/274877906944 
15959863590911994/2199023255552 8630558103961595/2199023255552 15940440607948790/2199023255552 8630558103961595/2199023255552 
-16331811114188758/1099511627776 7752768290815997/1099511627776 -16263658707353654/1099511627776 7740202994892797/1099511627776 
26839631475507288/2199023255552 1586228625407999/2199023255552 26875175685324876/2199023255552 1660355818291201/2199023255552 
33449393206067092/2199023255552 -1118739470745601/2199023255552 4179203247308805/274877906944 -142641935155200/274877906944 
-2470289237606401/4398046511104 19229429255372816/4398046511104 -2345809844633601/4398046511104 19173030966067192/4398046511104 
-7977493227110402/1099511627776 7468501014937595/1099511627776 -7997633436057604/1099511627776 7493054470553597/1099511627776 
-8534483376537602/1099511627776 8455744546406397/1099511627776 -8532254523391995/1099511627776 8437961536307204/1099511627776 
-8647850380492797/1099511627776 8509208500633598/1099511627776 -8723064317542403/1099511627776 8514748337356801/1099511627776 
6922980189798393/2199023255552 -4956583939276801/2199023255552 6967285461811204/2199023255552 -4918574317568009/2199023255552 
-9100/1 -9000/1 -9200/1 -9000/1 
5425816666112003/2199023255552 14217234297651194/2199023255552 2763686255001599/1099511627776 7128464595353600/1099511627776 
26290976246988780/2199023255552 2469417661235211/2199023255552 52609611412275120/4398046511104 4902573467238379/4398046511104 
8450538576281601/2199023255552 10417858412544004/2199023255552 8450538576281601/2199023255552 10395753591603200/2199023255552 
-5310795428659211/4398046511104 3268570775552001/4398046511104 -10597457670963216/8796093022208 6654583321395203/8796093022208 
15096003061350406/2199023255552 8151877287936001/2199023255552 15038651826175996/2199023255552 8117968856678399/2199023255552 
-7485058449407983/549755813888 3218316722176001/549755813888 -3762565834342400/274877906944 1607039084134399/274877906944 
5101823459327991/2199023255552 8399458664448009/2199023255552 2537596072755195/1099511627776 4202506380902404/1099511627776 
8891690437836824/549755813888 3296262199705599/549755813888 8900794594099207/549755813888 3303509118156802/549755813888 
-7319598189772793/17592186044416 84172071134822448/17592186044416 -7366326091775999/17592186044416 84370048994508832/17592186044416 
4590580164198407/274877906944 -1251805233152001/274877906944 9184160933478382/549755813888 -2500036499865601/549755813888 
-387659307417600/1099511627776 3398719399526401/1099511627776 -3050201468108799/8796093022208 27279509946368008/8796093022208 
16117287564083228/1099511627776 -4540034606694403/1099511627776 16156703955353586/1099511627776 -4538543531622403/1099511627776 
-8113469207347202/1099511627776 -5109356429311999/1099511627776 -4055332028416001/549755813888 -2567164657663999/549755813888 
7575140355276803/1099511627776 7568105668607999/1099511627776 7555341562675199/1099511627776 7570539203788804/1099511627776 
-36648580127129600/4398046511104 3965356238438399/4398046511104 -73369335837491200/8796093022208 8064728878284795/8796093022208 
1231595608473600/549755813888 2327787968921599/549755813888 2456015391948805/1099511627776 4654499679436797/1099511627776 
-17527347137740848/1099511627776 6146938739097599/1099511627776 -8794209779712017/549755813888 3068935326924800/549755813888 
6705812969881600/549755813888 1637251180134399/549755813888 13400193944780786/1099511627776 3259118282342401/1099511627776 
6882565134745597/2199023255552 12020630316646402/2199023255552 3447787723161597/1099511627776 6008689026662404/1099511627776 
-3398694233702389/274877906944 1365587787775999/274877906944 -6801406610636812/549755813888 2743433638707201/549755813888 
-7288914339430398/1099511627776 6937303318528001/1099511627776 -7360188986163199/1099511627776 6970051605299205/1099511627776 
7818640673996793/549755813888 2828359696383999/549755813888 15596229178163220/1099511627776 5698775259545603/1099511627776 
53959694116454480/4398046511104 6305256518451215/4398046511104 54042442701209616/4398046511104 6283083749785615/4398046511104 
31145294246707132/2199023255552 8445764619468795/2199023255552 31072269736345572/2199023255552 8417600706969593/2199023255552 
-1859972077977599/274877906944 145872637132800/274877906944 -59577289880371224/8796093022208 4538960445439997/8796093022208 
-2488095526092802/1099511627776 7947921706188805/1099511627776 -5071217623039997/2199023255552 15918116844339194/2199023255552 
196285682837094880/17592186044416 4601938758860793/17592186044416 49186965395865464/4398046511104 1203832881152001/4398046511104 
7992206006681603/1099511627776 7416733237247995/1099511627776 7931232570572796/1099511627776 7385776757145597/1099511627776 
-31262657583513604/4398046511104 4059408472473601/4398046511104 -31179798269132800/4398046511104 4109901181747201/4398046511104 
-30004245587558396/4398046511104 -8606609466982379/4398046511104 -15003777027276794/2199023255552 -4275379476889595/2199023255552 
4188668533145593/2199023255552 10903089892556806/2199023255552 8356279143628783/4398046511104 21871669647769580/4398046511104 
