12834
8849800/20833 8347800/20833 26545600/62501 26206600/62501 
35134498/62499 3734900/62499 35115502/62501 3735100/62501 
-26200478/62501 43986004/62501 -26849478/62501 43988600/62501 
25013/125 -59250/125 204/1 -474/1 
29100600/62501 12466600/62501 10049800/20833 4156800/20833 
13975600/62501 31344600/62501 12774400/62499 31348400/62499 
11440600/62501 22604600/62501 10309400/62499 22608400/62499 
22655600/62501 13809600/62501 21594400/62499 13813400/62499 
26514400/62499 33793400/62499 26510600/62501 34956600/62501 
20916300/20833 -9200186/20833 62748600/62501 -27024442/62501 
-31050502/62499 50248900/62499 -498/1 804/1 
2711100/62501 28611302/62501 903300/20833 9629566/20833 
202/1 60/1 5044/25 0/25 
1469900/62499 32643598/62499 1466100/62501 33606402/62501 
17860600/62501 9921600/62501 18889400/62499 9925400/62499 
135100/275 -138504/275 62500/125 -62952/125 
-27425498/62501 43985904/62501 -27450498/62501 43986004/62501 
6759800/20833 10022800/20833 20275600/62501 31181600/62501 
25008796/62499 -27700520/62499 8336232/20833 -9241840/20833 
1328300/20833 5461266/20833 2734900/62499 16388798/62499 
8014800/20833 8767800/20833 23955600/62501 26304600/62501 
33879698/62499 4939900/62499 33879598/62499 4964900/62499 
43998600/62501 -28349462/62501 50238600/62501 -28324502/62501 
62500/125 -62952/125 500/1 -504/1 
36514400/62499 33753400/62499 36510600/62501 34996600/62501 
7854400/62499 11368400/62499 7850600/62501 12381600/62501 
36384400/62499 8745400/62499 36615600/62501 8746600/62501 
25360600/62501 9951600/62501 25359400/62499 10048400/62499 
5239900/62499 15128798/62499 3989900/62499 15133798/62499 
62503/125 -54250/125 62513/125 -54250/125 
-26125478/62501 43985704/62501 -26125498/62501 43980704/62501 
6515600/62501 33626600/62501 7734400/62499 33630400/62499 
2520/5 -2316/5 2520/5 -2314/5 
9649800/20833 8321800/20833 29050600/62501 24966600/62501 
-510/1 600/1 -506/1 600/1 
31440600/62501 22524600/62501 10479800/20833 7491800/20833 
10009/25 -10250/25 10099/25 -10250/25 
36624400/62499 6253400/62499 36620600/62501 7496600/62501 
6605600/62501 11126600/62501 7644400/62499 11130400/62499 
5054800/20833 5386800/20833 15160600/62501 15089600/62501 
5231100/62501 36121502/62501 100/1 578/1 
400/1 -400/1 388/1 -400/1 
12830600/62501 17401600/62501 4639800/20833 5801800/20833 
8904400/62499 13635400/62499 8900600/62501 12614600/62501 
5219900/62499 26378698/62499 5216100/62501 27371302/62501 
32894798/62499 1168900/62499 32894698/62499 1193900/62499 
29055600/62501 23716600/62501 9684800/20833 7927800/20833 
11713266/20833 803300/20833 35110202/62501 2410100/62501 
-430/1 400/1 -2150/5 1986/5 
142/1 100/1 8874400/62499 6135400/62499 
100/1 482/1 1743300/20833 10042866/20833 
32620402/62501 4970100/62501 32620302/62501 4945100/62501 
32715600/62501 28769600/62501 31534400/62499 28773400/62499 
36400600/62501 12504600/62501 35349400/62499 12508400/62499 
25315600/62501 21201600/62501 25314400/62499 21298400/62499 
10463166/20833 416640/20833 502/1 20/1 
-8741848/20833 10419532/20833 -26200544/62499 31258696/62499 
14049400/62499 25093400/62499 14045600/62501 26156600/62501 
22790600/62501 27441600/62501 23959400/62499 27445400/62499 
3020/5 -2212/5 43985704/62501 -27625502/62501 
1431100/62501 29856202/62501 1456100/62501 29856302/62501 
15334400/62499 16338400/62499 15330600/62501 17411600/62501 
11585600/62501 16146600/62501 11584400/62499 16353400/62499 
3970900/62499 32383598/62499 1323300/20833 10877866/20833 
15270600/62501 32411600/62501 16479400/62499 32415400/62499 
-430/1 504/1 -53750/125 62533/125 
893300/20833 10046266/20833 2676100/62501 31111202/62501 
36429400/62499 19995400/62499 36425600/62501 18754600/62501 
50000/125 -60452/125 25003696/62499 -30225500/62499 
33919400/62499 17485400/62499 34080600/62501 17486600/62501 
1476100/62501 18606202/62501 2726100/62501 18611202/62501 
-2498/5 1520/5 -62452/125 37500/125 
15230600/62501 32589600/62501 14019400/62499 32593400/62499 
500/1 -440/1 404/1 -440/1 
21394400/62499 11185400/62499 21390600/62501 10064600/62501 
5225100/62501 31371402/62501 5225084/62501 31375402/62501 
199916/62499 37644598/62499 174916/62499 37644698/62499 
8844800/20833 9597800/20833 26465600/62501 28794600/62501 
23920600/62501 17554600/62501 7609800/20833 5852800/20833 
-2294/5 3020/5 -2296/5 3020/5 
10504800/20833 11257800/20833 31485600/62501 33774600/62501 
100/1 382/1 100/1 398/1 
32884598/62499 3718900/62499 32884498/62499 3743900/62499 
2714900/62499 21388798/62499 1489900/62499 21393698/62499 
5098/25 -10000/25 12644798/62499 -80/62499 
-26200504/62499 37518596/62499 -8725168/20833 12506232/20833 
-460/1 204/1 -470/1 204/1 
21514400/62499 33813400/62499 21485600/62501 33814600/62501 
100886/201 16100/201 5350/11 1095/11 
225064/62501 25110302/62501 1450064/62501 25115202/62501 
1328300/20833 11711166/20833 3959900/62499 35133598/62499 
5200084/62501 31375302/62501 5225084/62501 31375402/62501 
1496100/62501 19856302/62501 2721100/62501 19861202/62501 
15335600/62501 16161600/62501 16414400/62499 16165400/62499 
22884698/62499 3733900/62499 22879798/62499 4958900/62499 
1475100/62501 31356402/62501 2675100/62501 31361202/62501 
404/1 -460/1 404/1 -454/1 
2700064/62501 37620402/62501 2725064/62501 37620502/62501 
9298266/20833 396300/20833 27894698/62499 1213900/62499 
-420/1 204/1 -52500/125 25038/125 
26439400/62499 22455400/62499 26560600/62501 22456600/62501 
306/1 100/1 6374800/20833 2107800/20833 
2614800/20833 4622800/20833 7655600/62501 13869600/62501 
5199916/62499 31374698/62499 1724972/20833 10458266/20833 
225024/62501 37620502/62501 225004/62501 37625502/62501 
21365202/62501 3715100/62501 20384798/62499 3718900/62499 
-9516834/20833 16746300/20833 -28625498/62501 50240804/62501 
17760600/62501 34921600/62501 6329800/20833 11641800/20833 
29079400/62499 17533400/62499 28920600/62501 17534600/62501 
3794800/20833 2881800/20833 11615600/62501 8646600/62501 
31509400/62499 35023400/62499 31505600/62501 36226600/62501 
24/1 502/1 499972/20833 10463166/20833 
16480600/62501 32584600/62501 5089800/20833 10862800/20833 
5215900/62499 33628598/62499 1738300/20833 11292866/20833 
-54902/125 62500/125 -392230/893 443972/893 
225100/62501 31351402/62501 1425100/62501 31356202/62501 
33949400/62499 24985400/62499 33945600/62501 23764600/62501 
23889400/62499 9945400/62499 24110600/62501 9946600/62501 
25279400/62499 30048400/62499 25275600/62501 31201600/62501 
6364800/20833 4607800/20833 18905600/62501 13824600/62501 
20911300/20833 -9200166/20833 56498900/62499 -27575558/62499 
37615202/62501 2400080/62501 37610502/62501 1225080/62501 
17765600/62501 33671600/62501 17764400/62499 33828400/62499 
300/1 -440/1 37500/125 -55452/125 
-56250/125 62513/125 -56250/125 62503/125 
58306/20833 16714666/20833 149978/62499 56378998/62499 
2726100/62501 31111402/62501 2725900/62499 31138598/62499 
27615302/62501 3715100/62501 27615202/62501 3690100/62501 
37625302/62501 3675060/62501 37620302/62501 3675080/62501 
2749916/62499 37634398/62499 2724938/62499 43878898/62499 
12679400/62499 19900400/62499 12675600/62501 18849600/62501 
5524800/20833 6277800/20833 16570600/62501 19916600/62501 
15145600/62501 11339600/62501 14104400/62499 11343400/62499 
36480600/62501 32504600/62501 12159800/20833 10831800/20833 
100/1 458/1 2154800/20833 9541800/20833 
3020/5 -2216/5 3020/5 -2214/5 
-8675194/20833 14666300/20833 -418/1 704/1 
3929900/62499 30133798/62499 3926100/62501 31116202/62501 
23990600/62501 35054600/62501 22759400/62499 35058400/62499 
56495904/62501 -28875482/62501 18831300/20833 -9608506/20833 
16580600/62501 17416600/62501 16579400/62499 17583400/62499 
-9150168/20833 10421232/20833 -27425504/62499 31263796/62499 
62743900/62499 -26350558/62499 62738900/62499 -26350538/62499 
62513/125 -56750/125 62523/125 -56750/125 
25125302/62501 1225020/62501 25125202/62501 1200020/62501 
2674918/62499 56383898/62499 2649938/62499 62628898/62499 
5230900/62499 36128498/62499 1743300/20833 12126166/20833 
-10400/25 5006/25 -51250/125 25033/125 
-450/1 198/1 -10900/25 4936/25 
7630600/62501 7619600/62501 7629400/62499 7380400/62499 
-460/1 200/1 -456/1 200/1 
28914400/62499 16215400/62499 28910600/62501 15034600/62501 
15319400/62499 20088400/62499 15315600/62501 21161600/62501 
50139098/62499 1149922/62499 16711366/20833 383314/20833 
36394798/62499 1154900/62499 12131566/20833 393300/20833 
-476/1 200/1 -58750/125 25003/125 
8990600/62501 35114600/62501 8989400/62499 34885400/62499 
600/1 -484/1 600/1 -494/1 
-2870610/6251 3112804/6251 -2298/5 2020/5 
17705600/62501 26329600/62501 17704400/62499 26170400/62499 
-400/1 236/1 241100/62501 14851202/62501 
-27300542/62499 50243900/62499 -27375458/62501 50245804/62501 
402/1 40/1 25125302/62501 2475040/62501 
21460600/62501 27564600/62501 20289400/62499 27568400/62499 
466/1 100/1 462/1 100/1 
50018/125 -53000/125 50028/125 -53000/125 
3956100/62501 29866302/62501 3981100/62501 29866402/62501 
2969800/20833 4961800/20833 8905600/62501 13864600/62501 
22825600/62501 18691600/62501 7974800/20833 6231800/20833 
18975600/62501 31324600/62501 5924800/20833 10442800/20833 
50230904/62501 -26400502/62501 50235904/62501 -26400482/62501 
20209400/62499 27430400/62499 20290600/62501 27431600/62501 
31580600/62501 17476600/62501 31579400/62499 17523400/62499 
902/1 58/1 50129098/62499 3649922/62499 
16415600/62501 16334600/62501 15334400/62499 16338400/62499 
29015600/62501 33716600/62501 30234400/62499 33720400/62499 
32874400/62499 6268400/62499 32870600/62501 7481600/62501 
500/1 -510/1 600/1 -510/1 
11585600/62501 16146600/62501 12664400/62499 16150400/62499 
19104400/62499 11323400/62499 19100600/62501 12426600/62501 
36605600/62501 11246600/62501 600/1 180/1 
7669400/62499 17380400/62499 7665600/62501 16369600/62501 
493300/20833 10047866/20833 1454900/62499 30143698/62499 
16711366/20833 799974/20833 50133998/62499 2424922/62499 
4279800/20833 5032800/20833 12835600/62501 16151600/62501 
27820600/62501 19961600/62501 28929400/62499 19965400/62499 
-61250/125 37503/125 -60000/125 37508/125 
31394798/62499 1174900/62499 10463266/20833 391640/20833 
9035600/62501 28636600/62501 3404800/20833 9546800/20833 
30214400/62499 28720400/62499 30210600/62501 27529600/62501 
-62352/125 75000/125 -2496/5 2520/5 
2832/5 0/5 11798266/20833 386300/20833 
31370202/62501 -74980/62501 31365202/62501 -74960/62501 
-490/1 304/1 -61250/125 37503/125 
3956100/62501 23616202/62501 3981100/62501 23616302/62501 
20135600/62501 8819600/62501 20134400/62499 8680400/62499 
1032/5 0/5 5058/25 0/25 
78300/20833 11716166/20833 231100/62501 36101502/62501 
10269400/62499 32608400/62499 10265600/62501 33641600/62501 
4669800/20833 11697800/20833 14005600/62501 36156600/62501 
-410/1 496/1 -400/1 496/1 
155900/62499 36148798/62499 -400/1 580/1 
-57302/125 75000/125 -456/1 600/1 
7164800/20833 12061800/20833 21505600/62501 36186600/62501 
34084400/62499 16263400/62499 34080600/62501 17486600/62501 
50248600/62501 -30824502/62501 56498600/62501 -30799502/62501 
25360600/62501 9951600/62501 26389400/62499 9955400/62499 
-29850502/62499 62743900/62499 -9950174/20833 20916300/20833 
2726100/62501 24861302/62501 3951100/62501 24866202/62501 
-400/1 364/1 -400/1 376/1 
31460600/62501 27524600/62501 31459400/62499 27475400/62499 
23944400/62499 23695400/62499 23940600/62501 22554600/62501 
3964900/62499 21383798/62499 913300/20833 7129566/20833 
35370600/62501 7491600/62501 36379400/62499 7495400/62499 
-52402/125 50000/125 -2620600/6251 2480204/6251 
18904400/62499 13675400/62499 18900600/62501 12574600/62501 
5175084/62501 31375202/62501 5200084/62501 31375302/62501 
32830600/62501 17481600/62501 32829400/62499 17518400/62499 
33920600/62501 17514600/62501 32829400/62499 17518400/62499 
25038/125 -53000/125 204/1 -424/1 
-400/1 404/1 -410/1 404/1 
10954800/20833 2922800/20833 32635600/62501 8769600/62501 
100/1 438/1 6459400/62499 27375400/62499 
23959400/62499 27445400/62499 24040600/62501 27446600/62501 
12506/25 -11000/25 31263796/62499 -27675500/62499 
478300/20833 9631266/20833 1431100/62501 29856202/62501 
-476/1 400/1 -470/1 400/1 
7614800/20833 4602800/20833 22840600/62501 14941600/62501 
56393998/62499 -100078/62499 18797966/20833 -25026/20833 
-57452/125 75000/125 -57402/125 75000/125 
10219400/62499 29890400/62499 10280600/62501 29891600/62501 
891646/20833 18792966/20833 2649938/62499 56378998/62499 
-470/1 404/1 -58750/125 50013/125 
15125600/62501 6339600/62501 242/1 100/1 
7705600/62501 26369600/62501 6544400/62499 26373400/62499 
1400064/62501 37615202/62501 1425064/62501 37615302/62501 
30230600/62501 32529600/62501 30229400/62499 32470400/62499 
43995804/62501 -26400442/62501 50230804/62501 -26375502/62501 
25170600/62501 17549600/62501 8389800/20833 5816800/20833 
34074400/62499 18763400/62499 34070600/62501 19986600/62501 
18768796/62499 -26475500/62499 1520/5 -2118/5 
31584400/62499 16273400/62499 31415600/62501 16274600/62501 
27874400/62499 6288400/62499 27625600/62501 6289600/62501 
1471100/62501 32356402/62501 1496100/62501 32356502/62501 
36505600/62501 36246600/62501 36504400/62499 36253400/62499 
37625502/62501 4975080/62501 37625402/62501 4950080/62501 
-53750/125 37513/125 -53750/125 37503/125 
30100202/62501 -69900/62501 480/1 -400/1 
1730300/20833 11209566/20833 5189900/62499 33878698/62499 
2699900/62499 31388698/62499 2696100/62501 32361302/62501 
-26150458/62501 56491004/62501 -26150478/62501 56486004/62501 
18792966/20833 -25006/20833 50143898/62499 -50078/62499 
1475024/62501 18875202/62501 1474916/62499 18889798/62499 
3940900/62499 33633698/62499 1313300/20833 11294566/20833 
31258696/62499 -27700520/62499 10421232/20833 -9233500/20833 
-315368/753 451912/753 -8716848/20833 12502932/20833 
5004/25 -10000/25 5006/25 -10000/25 
3399800/20833 8296800/20833 10300600/62501 24891600/62501 
30115402/62501 3730100/62501 29134598/62499 3733900/62499 
1474916/62499 31389598/62499 1474900/62499 31393598/62499 
12724400/62499 31150400/62499 12720600/62501 30099600/62501 
37500/125 -60452/125 300/1 -484/1 
23990600/62501 35054600/62501 23989400/62499 34945400/62499 
1475064/62501 31365402/62501 1475044/62501 31370402/62501 
7789400/62499 27618400/62499 7785600/62501 28631600/62501 
50003/125 -59250/125 50013/125 -59250/125 
-11900/25 4976/25 -2350/5 994/5 
2508/5 0/5 31350402/62501 -24900/62501 
1449958/62499 43878998/62499 474986/20833 14626366/20833 
11395600/62501 11354600/62501 10354400/62499 11358400/62499 
6440600/62501 22624600/62501 6439400/62499 22375400/62499 
18870202/62501 2475060/62501 18865202/62501 1225060/62501 
11314800/20833 7911800/20833 34055600/62501 23736600/62501 
25028/125 -55500/125 25023/125 -56750/125 
422/1 100/1 26374400/62499 6205400/62499 
181100/62501 29851202/62501 206100/62501 29851302/62501 
11798266/20833 386300/20833 35144798/62499 1159900/62499 
43991004/62501 -27700482/62501 43990904/62501 -27675482/62501 
28885600/62501 8784600/62501 27864400/62499 8788400/62499 
2/1 702/1 -26025502/62499 43978900/62499 
35295600/62501 26241600/62501 36454400/62499 26245400/62499 
3906100/62501 36116202/62501 3931100/62501 36116302/62501 
60686/201 16100/201 179950/627 61915/627 
49986/20833 18794666/20833 149938/62499 56388998/62499 
-416/1 104/1 -10400/25 4916/25 
2744900/62499 13888798/62499 498300/20833 4631266/20833 
-480/1 404/1 -60000/125 50008/125 
11529400/62499 30103400/62499 11470600/62501 30104600/62501 
-400/1 124/1 -400/1 136/1 
604/1 -500/1 75500/125 -61748/125 
199916/62499 31394698/62499 174916/62499 31394798/62499 
10543166/20833 1666300/20833 31379498/62499 4999900/62499 
524/1 -410/1 524/1 -400/1 
132600/275 -138404/275 135100/275 -138504/275 
32775600/62501 31231600/62501 11324800/20833 10411800/20833 
35105502/62501 1235100/62501 34144498/62499 1238900/62499 
7719400/62499 29880400/62499 7780600/62501 29881600/62501 
-28700524/62499 31253696/62499 -9558508/20833 10417932/20833 
-10341834/20833 14666300/20833 -498/1 704/1 
5201100/62501 31121302/62501 5226100/62501 31121402/62501 
-5725/13 1269/13 -10900/25 2436/25 
-62302/125 75000/125 -2494/5 2520/5 
-60000/125 37508/125 -29975504/62499 18753796/62499 
7194800/20833 5437800/20833 21415600/62501 16314600/62501 
27655600/62501 13789600/62501 8864800/20833 4597800/20833 
30195600/62501 23779600/62501 9684800/20833 7927800/20833 
8885600/62501 8864600/62501 8884400/62499 8635400/62499 
35220600/62501 30009600/62501 11739800/20833 9996800/20833 
1305300/20833 11211266/20833 3914900/62499 33883798/62499 
24/1 202/1 499972/20833 4213266/20833 
26400600/62501 12544600/62501 8449800/20833 4182800/20833 
24069400/62499 20053400/62499 23930600/62501 20054600/62501 
31380600/62501 7524600/62501 10459800/20833 2491800/20833 
182/1 100/1 11374400/62499 6145400/62499 
37634798/62499 2399920/62499 37625202/62501 2400040/62501 
-52500/125 25008/125 -420/1 200/1 
15125600/62501 6339600/62501 14124400/62499 6343400/62499 
7554800/20833 5396800/20833 22835600/62501 16191600/62501 
22620302/62501 4985100/62501 21629698/62499 4988900/62499 
8464866/20833 416300/20833 8463266/20833 816300/20833 
36454400/62499 26245400/62499 36450600/62501 25004600/62501 
540/1 -400/1 528/1 -400/1 
1486100/62501 22356302/62501 1484900/62499 22643698/62499 
20179400/62499 19930400/62499 20320600/62501 19931600/62501 
20220600/62501 30069600/62501 6739800/20833 9976800/20833 
-26100562/62499 62743900/62499 -8700194/20833 20916300/20833 
-8675174/20833 14661300/20833 -26025542/62499 43988900/62499 
37620402/62501 -49980/62501 37620302/62501 -74980/62501 
-52500/125 62518/125 -8741848/20833 10419532/20833 
27894598/62499 1238900/62499 27889798/62499 2438900/62499 
1308306/20833 16709666/20833 3899918/62499 50129098/62499 
92/1 -510/1 100/1 -502/1 
56495904/62501 -26375442/62501 18831300/20833 -8775186/20833 
